"","AD","HC"
"ENO1",0.000263455563193384,-0.000185881239214618
"SLC2A5",0.216124223970784,-0.152486582899884
"TARDBP",0.0116406027599544,-0.0142671776522875
"PADI2",0.24508768272519,-0.17292176954063
"ECE1",0.103939296312447,-0.073334436244625
"C1QA",0.180888476540346,-0.127692392023596
"C1QB",0.244334059818191,-0.172390050421972
"IFNLR1",0.0910589543993692,-0.0642592991544357
"LAPTM5",0.21658039438452,-0.1528084342237
"HDAC1",0.112309750229735,-0.0792402152994564
"MRPS15",-0.00174219010251881,0.00122920332858666
"CSF3R",0.20346163590568,-0.143552485882638
"PRDX1",0.0428639443652368,-0.0302426830540946
"FAAH",-0.0295215133484948,0.0208289224124695
"MKNK1",0.161213748022224,-0.11374446186893
"TAL1",0.0580026118327988,-0.0409237794595634
"ELAVL4",-0.17188761132824,0.121275412874619
"MRPL37",-0.00242886222042113,0.00171368527563644
"ACOT11",0.0951736014309961,-0.0671497946775678
"DHCR24",-0.19314394605029,0.136272833280326
"PCSK9",-0.0303690886304552,-0.0177652084161907
"DOCK7",0.163096043424503,-0.115072516580346
"AK4",-0.0290157180722559,0.0204720582354624
"DNAJC6",-0.0804239662150683,0.0567431802232781
"SGIP1",0.0127911210237614,-0.00902478352743242
"IL23R",-0.0179930671796718,-0.0263055371354044
"WLS",0.0887635890718609,-0.0626272064038766
"GBP3",0.0531398630993505,-0.0563773962869671
"GBP1",0.0639104720447884,-0.0575546665338452
"GBP2",0.130957331666207,-0.0947439173591846
"LRRC8D",0.0147445868869371,-0.0104030526025807
"BTBD8",-0.0283275394632104,0.0199865133826494
"CNN3",0.16500928654681,-0.11642240647523
"DPYD",0.0895539619872439,-0.0631848545141917
"PLPPR4",-0.204376281343373,0.144197814549704
"DBT",0.0485877039551343,-0.0342810852524725
"S1PR1",0.0980669531644456,-0.0714600524514371
"OLFM3",-0.226513459905165,0.159816714883513
"COL11A1",0.0440264099187295,-0.0310628613605244
"STXBP3",0.135210541869083,-0.0953978833231358
"CSF1",0.112174220776352,-0.0791445924078958
"AHCYL1",0.201532539378086,-0.142191410607665
"KCND3",-0.110490064263252,0.0779563347150035
"WNT2B",0.0910909648800213,-0.0642692878771648
"OLFML3",0.0385607099280432,-0.0481325087577171
"PHGDH",0.0635020013958049,-0.044803877243583
"FCGR1A",0.171785903018593,-0.121241797397718
"CTSS",0.104778182513904,-0.073926312934549
"SELENBP1",0.0523834992572637,-0.0370706969308843
"SNX27",0.0782046460753922,-0.0551773374952343
"S100A11",0.0733259504985376,-0.0655297585150812
"S100A9",-0.00957757993558908,-0.0152953781647309
"S100A8",-0.00947016771504898,-0.0197667995026213
"S100A6",0.00615279959356903,-0.02057867063689
"S100A4",-0.00321848130942724,-0.036199518229775
"KCNN3",0.105838511465687,-0.0746744286970577
"EFNA1",0.0555600120502889,-0.0392004016383438
"DAP3",0.0273140575176455,-0.019271450555032
"ARHGEF2",0.0911295147738206,-0.0642964867790829
"LMNA",0.122027262930589,-0.0860964125308843
"MNDA",0.113071793840965,-0.0798484447221489
"ARHGAP30",0.120215840614481,-0.0848183623702653
"KLHDC9",-0.0350888687316406,0.00293312482526228
"ADAMTS4",0.0690151699775296,-0.0486936968229361
"NDUFS2",0.0337757908727085,-0.0238305306101191
"FCER1G",0.0468421901844704,-0.050822218686137
"FCGR2A",0.198845299055484,-0.140295426498614
"DDR2",0.11061719812582,-0.0780460340921578
"MGST3",0.0270900008367115,-0.0191133672221022
"ATP1B1",-0.220259633688073,0.155404323841147
"DNM3",0.0528084657254287,-0.0372590463887436
"PRDX6",0.131110777940276,-0.0925052922904102
"ASTN1",-0.0857932361500381,0.0605314720214484
"BRINP2",-0.0553495201261133,0.0390518889280928
"FAM163A",-0.0851414479643923,0.0600427527373333
"STX6",0.0886887854785414,-0.0625744286813016
"NMNAT2",-0.232920322026789,0.164337080505159
"TPR",0.0975579034390178,-0.0688320404671759
"CFH",0.12338583885587,-0.0874611006596696
"ASPM",-0.0185580671485811,-0.020402752339913
"DENND1B",0.0200917644390732,-0.0141757571060552
"PTPRC",0.191084998163275,-0.134820141296499
"NR5A2",-0.0178404158185661,-0.0239727963548356
"CSRP1",0.199310570597548,-0.140623699129438
"UBE2T",-0.0320552623302675,0.00384267199955294
"NUAK2",0.0698785536960131,-0.0548173264846808
"CDK18",0.041815641572738,-0.0295030523559239
"IL10",-0.0163571629663354,-0.0224899572669122
"CR1",0.0722810883054996,-0.0511125322276739
"ESRRG",-0.0442505084568655,0.031220974225828
"TLR5",0.174193049044044,-0.122902015912991
"CAPN2",0.187816782970084,-0.132514250000159
"EPHX1",0.0923609428588553,-0.0651653216432858
"ITPKB",0.266446911843645,-0.187991787152678
"GALNT2",0.160151281638555,-0.112994838039986
"AGT",0.164216292430494,-0.115862908974944
"DISC1",0.207689444485203,-0.146535418899655
"ACTN2",-0.0410277085254113,0.0289471256960873
"HNRNPU",0.112275433078877,-0.0792160028119388
"KIDINS220",0.058068622707748,-0.040970353474146
"LPIN1",0.0888599289061562,-0.0626951790348816
"NBAS",0.0866675739733075,-0.0611483616255607
"DDX1",0.00561858571844869,-0.00396419670685416
"VSNL1",-0.360732110399439,0.254514768619829
"KLHL29",-0.136389866960042,0.0962299568867649
"SLC30A3",-0.156967939081607,0.110748828685802
"GCKR",-0.012438734500755,-0.0119812552044801
"ALK",0.0412728036090134,-0.0291200526873307
"DPY30",-0.0118888363659478,0.00838817601651329
"QPCT",-0.0477991257476362,0.0260029408924952
"DYNC2LI1",0.0158638167283743,-0.0111927259250023
"LRPPRC",0.0638655774480534,-0.0450603985571619
"PREPL",-0.166512129982829,0.11748273861191
"ATP6V1E2",0.0201695177775274,-0.0142306160231651
"RTN4",-0.0760714099156181,0.0536722313736397
"MDH1",-0.137092522640696,0.0967257160466647
"PLEK",0.122412223508024,-0.0863680217097722
"DCTN1",-0.00141039786456321,0.000995107105279404
"IMMT",0.0241623915161147,-0.0170477906145279
"COX5B",-0.0368740445091622,0.0260165054226436
"LIMS1",0.212812561639176,-0.150150037447516
"RANBP2",0.0557868623255712,-0.0393604559935003
"EDAR",-0.00643956635440013,-0.0347898332843172
"RGPD5",-0.0245674341033789,-0.00526758930712204
"DPP10",-0.160034103428699,0.112912162879932
"DBI",0.109832081374488,-0.0774920944717429
"CNTNAP5",-0.23357126353149,0.164796352695419
"BIN1",0.0649173832337172,-0.0458025007943995
"NCKAP5",0.164779648506731,-0.116260385210849
"NXPH2",-0.0867584352213997,0.0611775935960033
"CACNB4",-0.20255622061231,0.142913669549847
"KCNJ3",-0.195958301833584,0.138258503782987
"SLC4A10",-0.33063810300112,0.233281922668494
"IFIH1",0.097737156654183,-0.0690145525759489
"SCN2A",-0.352054074534021,0.24839197492699
"SCN9A",-0.0442321305292637,0.0312080076673974
"SCN7A",-0.00133476371390691,0.000928609757475062
"CERS6",-0.0821011145827786,0.0579264933147456
"GAD1",-0.0678029711462116,0.04783842917091
"CDCA7",-0.0316133886634603,-0.0059238553502588
"PDE1A",-0.0614430376091729,0.043351174041818
"FRZB",0.0186505397270309,-0.0172686875143217
"TMEFF2",-0.156750953968038,0.110595734701693
"HECW2",-0.162953656387793,0.114972055316528
"ICA1L",-0.121178242997422,0.0854973859801652
"CTLA4",-0.0158529165198275,-0.0213098290918805
"NDUFS1",0.0186808470387351,-0.0131802834419673
"MAP2",-0.232570919693559,0.164090559467981
"ERBB4",0.111881086556077,-0.0789377713734217
"IGFBP5",0.0399551639740134,-0.0281903912095769
"TNS1",0.192579625315915,-0.135874676429297
"TMBIM1",0.14202183154247,-0.100203593059638
"CYP27A1",0.179776140488588,-0.126841169612486
"MRPL44",0.0160402696192113,-0.0126487033335791
"IRS1",-0.0142902209637512,0.0100824744381154
"COL4A4",0.0192416832562412,-0.013988439708777
"MFF",0.0596840746820329,-0.0421101366361911
"C2orf83",0.0277863162275336,-0.0499432233415085
"INPP5D",0.17441728488219,-0.12306022565039
"NDUFA10",0.00345511389667802,-0.00243775779481396
"PPP1R7",-0.0208105273097727,0.0146828807040233
"PDCD1",-0.00936638633744724,-0.0162283834030313
"SUMF1",0.118317484920815,-0.0834789763100292
"ITPR1",-0.0934755179302369,0.065951710789721
"ATP2B2",-0.190317860521812,0.134278886848491
"SYN2",-0.349249002336744,0.246412854464265
"PPARG",0.0741443808983787,-0.0523126148318811
"KAT2B",0.229782626048853,-0.162123277123646
"TGFBR2",0.218557286392427,-0.154203231630121
"PLCD1",0.0893880086447661,-0.0631630242568807
"CX3CR1",0.0300579285411987,-0.02120739049094
"MOBP",0.0191178585308132,-0.01348861717654
"CDCP1",0.143490105538922,-0.101239534706331
"MAP4",0.103479360732456,-0.0730099284052924
"PLXNB1",0.112919305661317,-0.0796702875197168
"UQCRC1",-0.049690960873578,0.035059488868989
"LAMB2",0.0747527844369658,-0.0528201713105223
"DAG1",0.00206881076936763,-0.00145965074664382
"BSN",-0.219421051842989,0.154812661890019
"SEMA3F",-0.00588427577361828,-0.0154302291120586
"DOCK3",-0.11864559266211,0.0837104729343894
"MANF",0.0274303402310655,-0.0199147980988243
"SPCS1",-0.0135770791192561,0.00957931675875807
"ERC2",-0.281111026746619,0.198338062696095
"SLMAP",0.110950046590711,-0.0782808755370443
"PDHB",-0.0079946958602395,0.00564066272005382
"FAM107A",0.172038831192558,-0.121382106145537
"PTPRG",-0.0588885536969044,0.0415488563020446
"CADPS",-0.216821233054447,0.152978358099667
"LMOD3",-0.022795432104772,-0.0213151351551341
"MITF",0.231753308238263,-0.163513693188664
"ROBO1",-0.087952945044351,0.0620552559976133
"CADM2",-0.157195303881026,0.110909246063786
"TOMM70",-0.0363860188254982,0.0256721785929071
"NFKBIZ",0.0692683233384597,-0.0488723093368245
"ALCAM",0.105148186451933,-0.0741873694470284
"BBX",0.23113877196381,-0.163080106731577
"CD47",0.0294399648777106,-0.0207713858373492
"TAGLN3",-0.150574872975523,0.106238196851639
"ATP6V1A",-0.137682686791664,0.0971421067365963
"STXBP5L",-0.289071089546372,0.203954290038449
"FBXO40",-0.0587850603144265,0.0349925714082173
"HCLS1",0.212469262666039,-0.149907822639909
"CD86",0.193634200342369,-0.13661873250612
"PARP9",0.202006867197216,-0.142526072900504
"DTX3L",0.122076212643903,-0.0861959535453871
"KALRN",-0.209414525627931,0.147752550990859
"ITGB5",0.136534651029549,-0.0963321093786274
"KLF15",0.127221678779019,-0.0897613359177413
"PLXNA1",-0.0231767112498679,0.0163523432793363
"PIK3CB",0.0385792870818204,-0.0272196403981646
"MRPS22",-0.0167790251249851,0.011838451788015
"ATP1B3",0.0361304182396779,-0.025491839437936
"PAQR9",-0.0767543281833912,0.0525170004778932
"P2RY13",0.0820578929652202,-0.0578959982751158
"P2RY12",0.0638769724007758,-0.045068438273255
"SERPINI1",-0.184748539511013,0.130349448887275
"PIK3CA",0.0800953877332451,-0.0565113514676356
"AP2M1",-0.166378031074504,0.117388125042348
"LPP",0.202280273509102,-0.142718974896691
"GMNC",-0.0145367268852007,-0.0299995273458236
"FGF12",-0.339905263610168,0.239820373696763
"APOD",0.116992245532924,-0.0825439528218387
"CPLX1",-0.200344193940933,0.141352972733035
"CYTL1",0.0463619846976017,-0.0463534014325485
"ABLIM2",-0.205951131183909,0.145308950850571
"HTRA3",-0.00797152675986769,-0.0251417855842266
"WDR1",0.0898034656006373,-0.0633608919463555
"LDB2",-0.234403062044259,0.165383228662259
"SLIT2",-0.112995145341611,0.0797237962540653
"TLR1",0.174783730954512,-0.123318771908491
"GABRA2",-0.0352501888806734,0.0248707930570266
"GABRA4",-0.105012781098556,0.074091834114315
"LNX1",-0.160575015535248,0.113293803758735
"REST",0.130392613597864,-0.091998590984448
"EPHA5",-0.178326074303172,0.125818074498238
"RUFY3",0.0673716802909341,-0.0475341316352327
"G3BP2",-0.130499144774206,0.0920737541232934
"MRPL1",0.0457976384469749,-0.0323125527687604
"SNCA",-0.122832708576305,0.0866646952156093
"UNC5C",-0.0115855226572845,0.00817417283753793
"PPP3CA",-0.0652674314377505,0.0460494775261284
"BDH2",0.0910707235155033,-0.0647767010047714
"COL25A1",0.00468030178552138,-0.00330218988460521
"CFI",-0.00996594993268103,-0.0202630917259568
"UGT8",0.0491322393412706,-0.03466528253858
"ANXA5",0.124461777955577,-0.0878140861463401
"TRPC3",-0.0290909170279718,0.020357375941494
"FGF2",0.194841089705676,-0.137470254059654
"MAML3",0.118057881653806,-0.0832958130608386
"IL15",0.0648758743495584,-0.0461880079315287
"GAB1",0.156557665487216,-0.110459359891832
"SMARCA5",0.0973846165553856,-0.0687097777968435
"DCLK2",0.0567801504502208,-0.0400612710579975
"FBXW7",-0.112784806947371,0.0795753918669986
"TLR2",0.250790889472514,-0.176945670667933
"DCHS2",0.0531832272113273,-0.0375234595920981
"LRAT",0.162762902018356,-0.115419525924846
"GUCY1A1",-0.062325032730106,0.0439734662571739
"GUCY1B1",-0.110984197237815,0.0783049705476937
"GRIA2",-0.221305212608177,0.156142032709449
"RAPGEF2",0.0448901316317498,-0.0316722607613781
"SPOCK3",-0.0291214299986831,0.0205466433520047
"PALLD",0.086910591533889,-0.0613198228191229
"AADAT",0.0112074527877217,-0.00790742540198869
"ACSL1",0.171560640112675,-0.121044718126772
"SLC25A4",-0.116941517542477,0.0825081616560787
"SDHA",0.0297060985778835,-0.0209591566377936
"NDUFS6",0.00777950116340141,-0.00548883196560525
"FBXL7",0.144720392634519,-0.102107564544692
"GDNF",0.0176272492303703,-0.0319424014752227
"NNT",0.0346204302070726,-0.0244264664266169
"PARP8",0.0245884249614834,-0.0173483787813336
"IL6ST",0.238581376160864,-0.168331240829551
"ERBIN",0.274275693493968,-0.193515388997031
"MAP1B",-0.433841634053852,0.306097239268781
"ENC1",-0.35486475389004,0.250375051524107
"ANKRD31",0.0171080636498995,-0.012250425267346
"HOMER1",-0.182819538112674,0.128988440730783
"VCAN",0.134764315397869,-0.0950830479541239
"MEF2C",-0.12607629061074,0.0889532065712354
"ELL2",0.169687780261183,-0.119723320674061
"EFNA5",-0.155749261130919,0.109888989687043
"KCNN2",-0.0692404026276297,0.0488526098616562
"TNFAIP8",0.124627408694279,-0.0879309470188178
"GRAMD2B",0.188287578023315,-0.132846419747714
"CHSY3",-0.146234320528161,0.103175717327432
"CDC42SE2",0.0531970607697226,-0.037533219867984
"SLC22A4",0.0208923475660788,-0.014845745628953
"SPOCK1",0.0571003105446076,-0.0402871602150771
"KDM3B",0.0912716816091268,-0.0643967926796824
"DND1",0.0684146991858014,-0.0597023100546826
"FGF1",0.0630127319220862,-0.0444586728569769
"ARHGAP26",0.0867077549378008,-0.0611767113304871
"NR3C1",0.032828369633446,-0.0231620769555907
"DPYSL3",0.0666888590118005,-0.0470523666499327
"CSF1R",0.186193902334592,-0.13136922554153
"CD74",0.252330446464524,-0.178031906077142
"SYNPO",-0.153438292526062,0.108258484326385
"HAVCR2",0.159063639886237,-0.112227451713833
"CYFIP2",-0.0717481037282666,0.0506219199590874
"GABRB2",-0.254630030087825,0.17965437875694
"GABRA1",-0.249801183600809,0.176247383064167
"GABRG2",-0.216784776579376,0.152952636210656
"SLIT3",-0.2765331512823,0.195108139767167
"DOCK2",0.17302033492455,-0.122074606724383
"KCNIP1",0.077310093423966,-0.0545461853062922
"STK10",0.15026204978536,-0.106017484252017
"N4BP3",-0.0570694597948777,0.0280127505715727
"MAPK9",-0.0206635048283502,0.0145791488992718
"SLC22A23",0.12069988130011,-0.0851598775820788
"CDYL",0.136661498113834,-0.0964216064191382
"NRN1",-0.160705938538542,0.113386176566545
"LY86",0.174869346530225,-0.123379178031956
"RREB1",0.233644680645862,-0.164848152186899
"ELOVL2",0.0859520015034046,-0.0606434890168987
"NEDD9",0.116347154625005,-0.0820888085237819
"JARID2",0.118641982081637,-0.0837079254870689
"GMPR",0.175430274428525,-0.123774941065399
"MOG",0.0394509246160947,-0.0278346248117229
"MRPS18B",0.0263272660660814,-0.0185752192223273
"PPP1R18",0.0805130025696485,-0.0568869386044041
"DDAH2",0.0678017418951193,-0.0481380838186906
"CLIC1",0.0909669996407528,-0.0733956901839579
"C4A",-0.00792704688309021,-0.0262440032717962
"GPSM3",0.0485187257958448,-0.0508378192618795
"HLA-DRA",0.21875271358142,-0.154341115406849
"HLA-DRB1",0.168244693213797,-0.118705149695268
"HLA-DQB1",0.179543599797365,-0.126915668585376
"HLA-DMB",0.181741943751499,-0.128228143347789
"HLA-DOA",0.121383574149007,-0.0899892237294973
"DAXX",0.0169708460789099,-0.0133086686708927
"SYNGAP1",-0.0357406746899471,0.0252168556299609
"PACSIN1",-0.211789549873109,0.149428250848973
"FKBP5",0.575054942533705,-0.405730378370238
"DAAM2",0.0548391075022243,-0.0386917669785053
"TREML1",0.11372883368881,-0.0819159313763033
"TREM2",0.108002272324967,-0.0777002902101695
"VEGFA",0.0079176239746081,-0.00558628460240115
"MRPL14",0.00864838792814293,-0.00637853987440651
"CD2AP",0.0959072839623973,-0.0676674448515531
"KHDRBS2",-0.336794280334164,0.237625417478956
"KCNQ5",-0.336097813321466,0.237134024737723
"SNAP91",-0.173848745274205,0.122659092170408
"SCML4",-0.0261727253551666,0.0096295621685369
"DDO",0.0407066567989239,-0.0288310737796472
"CDK19",0.137661715211865,-0.0971273102251791
"LAMA4",0.0824413796621096,-0.0581665675566532
"HS3ST5",0.00627472497925629,-0.00442713617725871
"GJA1",0.220601997800539,-0.155645879057182
"NKAIN2",-0.226294132677828,0.15966196841958
"EYA4",0.0381341330228687,-0.0269055616703762
"SGK1",0.107563064156404,-0.0758911879385706
"MAP7",0.0267212862049937,-0.0188532203805209
"HEBP2",0.0788823296201213,-0.0556676074861849
"NHSL1",0.22855041161968,-0.161253887453897
"UTRN",0.209303580032676,-0.147674273255971
"SASH1",0.142054341000944,-0.100226530128594
"PLEKHG1",0.140322385594503,-0.0990045478963009
"EZR",0.172396147332019,-0.121634210773674
"PLG",-0.0278451756342533,-0.0175612342906231
"QKI",0.264979306429698,-0.186956317224804
"PDE10A",-0.217795521452855,0.153665767895269
"RPS6KA2",0.126754140589376,-0.0894314640523556
"SMOC2",-0.0257267678624528,0.0131327236221696
"ICA1",-0.159697934880232,0.11267497894794
"NXPH1",-0.078636421803832,0.0554819771334627
"HDAC9",-0.0548462727977627,0.0386968224573279
"GPNMB",0.173922275614098,-0.122710971548215
"OSBPL3",-0.00263619550644932,0.00185996940670802
"HNRNPA2B1",0.184280983397549,-0.13001956437568
"NEUROD6",-0.163213498900459,0.115155387365654
"BMPER",-0.115628286346396,0.081581610555198
"NIPSNAP2",0.109899111660657,-0.0775393877325508
"PSPH",0.0157436776042532,-0.0111079616900116
"TPST1",0.0453922428692705,-0.0320265256625406
"STX1A",-0.18075215416905,0.127529796681925
"MDH2",-0.0245843247018098,0.0173454858405277
"HSPB1",0.148575010357046,-0.104827192516484
"HGF",0.0873601664429376,-0.06163702068051
"PCLO",-0.256465287678877,0.180949245910879
"COL1A2",0.0412308730448148,-0.0493575535388742
"DYNC1I1",-0.185890400121567,0.131155089363148
"ARPC1B",0.0909998335638799,-0.0676161003466277
"CYP3A43",0.0208706263695724,-0.0191506226073649
"GPC2",0.0541660236563273,-0.0412464941923603
"NYAP1",-0.00720698448002666,0.00508489245759151
"VGF",-0.202740135929175,0.143043431118008
"PRKAR2B",-0.147941815732977,0.104380441648994
"DLD",0.0144501702622747,-0.0101953267668599
"DOCK4",0.241917353399006,-0.170684941679609
"PTPRZ1",0.119601568359826,-0.084384962192488
"IQUB",0.0617638754832338,-0.0435775414067661
"GPR37",0.0962542731847592,-0.0679122633168197
"FSCN3",-0.0149354040031639,-0.0193164933080889
"FLNC",0.0229915225818626,-0.0374217432312761
"CHCHD3",0.079721822933009,-0.0562477825865725
"CALD1",0.135829935172034,-0.0958348966596942
"PTN",0.0825382499157844,-0.0582349144253915
"AKR1D1",-0.012155684911612,-0.0275847139120235
"TBXAS1",0.219109765302865,-0.154593033474707
"GSTK1",0.0428131412197404,-0.0302068388626661
"EPHA1",-0.0309562295185438,-0.0175423093455601
"EPHA1-AS1",0.0566508626891679,-0.0430397336191054
"CNTNAP2",-0.237562540567495,0.167612400732321
"GIMAP8",0.0851031878167961,-0.0600446079834757
"GIMAP4",0.11496339503634,-0.0812413716605461
"GIMAP6",0.0323980589951,-0.0511159175280284
"DPP6",-0.179082895207292,0.126352049965772
"EN2",-0.0088797101671449,-0.013453107338802
"FRMPD4",-0.272970414940783,0.192594448888309
"TLR7",0.119566880807326,-0.0844982586920871
"GPM6B",0.0507665613935898,-0.0358183794961121
"PDHA1",-0.0173865075130245,0.0122670613710608
"CNKSR2",-0.153505650267558,0.108306008623525
"TSPAN7",-0.173106999028169,0.122135752637484
"MAOB",0.0938022165813422,-0.066182213229637
"SLC9A7",-0.0336139266868636,0.0237163272314167
"SYN1",-0.236670273991819,0.166982861485556
"WAS",0.0986152484860368,-0.070392343369513
"SYP",-0.278156594164453,0.196253560919359
"MSN",0.194379049918351,-0.137144261595493
"VSIG4",0.147831806535693,-0.104304842390638
"EDA",0.131565090086081,-0.0928258325121618
"NONO",0.110585596118941,-0.0780237372762124
"BTK",0.13008279386085,-0.0917799974730636
"PLP1",0.0374500450620995,-0.0264229029770297
"GRIA3",-0.260678250514912,0.183921704504112
"AIFM1",0.0599113279375123,-0.0422704753143247
"SLITRK4",-0.125561696406781,0.0885901343052054
"RENBP",0.0652472801262196,-0.0460352597554874
"DLGAP2",-0.329390891381198,0.232401951721328
"CSMD1",-0.467976971183359,0.330181447967749
"PCM1",0.135791275854458,-0.0958076205537272
"ASAH1",0.125616325165209,-0.0886286776602739
"ATP6V1B2",-0.111651129387329,0.0787755249475735
"NEFL",-0.376001439209391,0.265288053218068
"PNMA2",-0.208166443507925,0.146871965861788
"PTK2B",-0.0559554296177955,0.0394793887531323
"EPHX2",0.0644161762002887,-0.0454488738550195
"CLU",0.0602343431955005,-0.0424983789338918
"SCARA3",0.101249478661062,-0.0714366336996231
"KIF13B",0.137799371258606,-0.097224433536049
"NRG1",-0.278217678158993,0.196296658770357
"BAG4",-0.0421382179547912,0.0297306463262811
"ADAM9",0.133683707998594,-0.094320624720172
"SFRP1",0.00410231636329603,-0.00296067371448523
"PLAT",-0.00134535212802706,0.000949214044737002
"IKBKB",0.15135212861084,-0.106786590056732
"ST18",0.023193159358159,-0.0163639482525327
"ATP6V1H",0.0211244657810727,-0.0149043801909772
"MRPL15",-0.0070041023719113,0.00487753213867612
"LYN",0.20004236970201,-0.141140020450319
"CRH",-0.0644902701654495,0.0210520602275304
"GDAP1",-0.0283988436208828,0.0200368220761771
"UQCRB",-0.0289606409333074,0.0204331985252573
"RRM2B",0.100152748630032,-0.0706628351327017
